,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023
14,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985.0,32.5,9.0,0.0,0.0,50.0,39.0,1.0,0.0,65.0,24.0,0.0,1.0,0.0,195.0,64.0,46.0,58.2,bj BEN,DF,Amiens,fr Ligue 1,33.0,1985.0,22.2,7.0,1.0,1.0,32.0,20.0,2.0,0.0,31.0,22.0,0.0,0.0,1.0,107.0,51.0,58.0,46.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19.0,1998.0,13.6,5.0,1.0,0.0,24.0,19.0,2.0,27.0,23.0,26.0,0.0,0.0,0.0,80.0,15.0,15.0,50.0,it ITA,"CC,DL",Sassuolo,it Serie A,20.0,1998.0,3.0,1.0,0.0,0.0,3.0,6.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3,it ITA,DF,Hellas Verona,it Serie A,21.0,1998.0,2.6,0.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,11.0,3.0,4.0,42.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,René Adler,de GER,PO,Mainz 05,de Bundesliga,32.0,1985.0,14.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,5.0,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,CC,Bordeaux,fr Ligue 1,18.0,2000.0,2.4,1.0,0.0,0.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,16.0,2.0,1.0,66.7,fr FRA,CC,Bordeaux,fr Ligue 1,19.0,2000.0,11.3,3.0,0.0,0.0,13.0,18.0,0.0,39.0,8.0,14.0,0.0,0.0,0.0,57.0,10.0,13.0,43.5,fr FRA,CC,Bordeaux,fr Ligue 1,20.0,2000.0,26.9,6.0,0.0,0.0,39.0,37.0,0.0,53.0,39.0,37.0,0.0,0.0,0.0,172.0,27.0,27.0,50.0,fr FRA,"CC,DL",Bordeaux,fr Ligue 1,21.0,2000.0,25.1,5.0,0.0,0.0,21.0,27.0,4.0,114.0,37.0,27.0,0.0,0.0,0.0,150.0,12.0,19.0,38.7,fr FRA,"CC,DL",Milan,it Serie A,22.0,2000.0,1.6,1.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,3.0,25.0
18,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23.0,1993.0,18.6,4.0,0.0,0.0,21.0,22.0,1.0,88.0,41.0,35.0,0.0,0.0,1.0,94.0,51.0,34.0,60.0,iq IRQ,DF,Atalanta,it Serie A,24.0,1993.0,1.8,0.0,0.0,0.0,2.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,8.0,6.0,3.0,66.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Adrián,es ESP,PO,West Ham,eng Premier League,30.0,1987.0,19.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,2.0,1.0,66.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Liverpool,eng Premier League,32.0,1987.0,9.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,100.0,es ESP,PO,Liverpool,eng Premier League,33.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36.0,1981.0,23.9,5.0,0.0,0.0,42.0,39.0,35.0,20.0,3.0,8.0,0.0,0.0,0.0,45.0,99.0,77.0,56.3,es ESP,DL,Athletic Club,es La Liga,37.0,1981.0,10.5,5.0,0.0,0.0,28.0,8.0,12.0,6.0,0.0,2.0,0.0,1.0,0.0,17.0,52.0,57.0,47.7,es ESP,"DL,CC",Athletic Club,es La Liga,38.0,1981.0,2.3,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,21.0,10.0,67.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31.0,1986.0,1.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,6.8,0.0,0.0,0.0,9.0,13.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,17.0,22.0,38.0,36.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,20.3,4.0,0.0,0.0,19.0,18.0,0.0,50.0,41.0,33.0,0.0,0.0,0.0,120.0,17.0,13.0,56.7,es ESP,DF,Alavés,es La Liga,22.0,1996.0,22.6,4.0,0.0,0.0,24.0,28.0,0.0,42.0,27.0,29.0,0.0,0.0,0.0,116.0,19.0,27.0,41.3,es ESP,DF,Alavés,es La Liga,23.0,1996.0,23.3,5.0,1.0,0.0,33.0,19.0,1.0,33.0,18.0,30.0,0.0,1.0,0.0,125.0,26.0,27.0,49.1,es ESP,"DF,CC",Alavés,es La Liga,24.0,1996.0,17.3,1.0,0.0,0.0,23.0,23.0,1.0,32.0,27.0,18.0,0.0,0.0,0.0,81.0,19.0,22.0,46.3,es ESP,DF,Alavés,es La Liga,25.0,1996.0,18.0,4.0,0.0,0.0,24.0,22.0,1.0,45.0,25.0,22.0,0.0,1.0,0.0,79.0,31.0,27.0,53.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,2.6,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,10.0,44.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,21.8,2.0,0.0,0.0,10.0,17.0,16.0,16.0,6.0,6.0,0.0,0.0,0.0,59.0,10.0,19.0,34.5,ar ARG,DL,Manchester City,eng Premier League,30.0,1988.0,27.3,4.0,0.0,0.0,21.0,25.0,26.0,13.0,9.0,9.0,0.0,0.0,0.0,70.0,17.0,22.0,43.6,ar ARG,DL,Manchester City,eng Premier League,31.0,1988.0,16.1,1.0,0.0,0.0,9.0,9.0,6.0,9.0,3.0,4.0,2.0,0.0,0.0,37.0,3.0,12.0,20.0,ar ARG,DL,Manchester City,eng Premier League,32.0,1988.0,6.2,0.0,0.0,0.0,2.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3,ar ARG,DL,Barcelona,es La Liga,33.0,1988.0,1.7,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,60.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,27.3,2.0,0.0,0.0,29.0,49.0,3.0,95.0,37.0,50.0,0.0,0.0,0.0,174.0,28.0,35.0,44.4,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1993.0,28.1,8.0,0.0,0.0,37.0,40.0,1.0,115.0,37.0,51.0,0.0,1.0,0.0,185.0,28.0,32.0,46.7,fr FRA,DF,Monaco,fr Ligue 1,26.0,1993.0,11.9,2.0,2.0,0.0,10.0,20.0,0.0,63.0,11.0,22.0,0.0,0.0,0.0,72.0,16.0,13.0,55.2,fr FRA,"DF,CC",Monaco,fr Ligue 1,27.0,1993.0,24.7,6.0,0.0,0.0,39.0,36.0,1.0,118.0,47.0,37.0,1.0,0.0,0.0,139.0,46.0,38.0,54.8,fr FRA,DF,Monaco,fr Ligue 1,28.0,1993.0,23.8,4.0,0.0,0.0,32.0,29.0,1.0,64.0,44.0,53.0,0.0,0.0,1.0,157.0,33.0,40.0,45.2,fr FRA,DF,Monaco,fr Ligue 1,29.0,1993.0,13.0,3.0,0.0,0.0,15.0,14.0,1.0,39.0,18.0,9.0,0.0,0.0,0.0,80.0,12.0,14.0,46.2
27,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,12.8,3.0,0.0,0.0,19.0,21.0,1.0,19.0,24.0,20.0,0.0,0.0,0.0,87.0,14.0,17.0,45.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,33.4,4.0,0.0,0.0,46.0,49.0,1.0,5.0,75.0,34.0,0.0,0.0,0.0,261.0,48.0,47.0,50.5,ci CIV,CC,Monaco,fr Ligue 1,24.0,1994.0,11.9,2.0,0.0,0.0,26.0,17.0,0.0,5.0,17.0,11.0,0.0,0.0,0.0,79.0,22.0,25.0,46.8,ci CIV,CC,Saint-Étienne,fr Ligue 1,25.0,1994.0,7.0,3.0,1.0,0.0,11.0,14.0,1.0,3.0,15.0,12.0,0.0,0.0,0.0,57.0,10.0,11.0,47.6,ci CIV,CC,Strasbourg,fr Ligue 1,26.0,1994.0,24.2,9.0,0.0,0.0,50.0,33.0,0.0,8.0,54.0,25.0,0.0,0.0,0.0,167.0,41.0,30.0,157.1,ci CIV,CC,Strasbourg,fr Ligue 1,27.0,1994.0,11.2,2.0,0.0,0.0,21.0,20.0,0.0,6.0,19.0,9.0,0.0,0.0,0.0,77.0,14.0,5.0,73.7,ci CIV,CC,Strasbourg,fr Ligue 1,28.0,1994.0,14.4,4.0,1.0,0.0,39.0,23.0,1.0,5.0,24.0,20.0,0.0,0.0,0.0,91.0,26.0,18.0,59.1
29,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,1.2,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,9.0,4.0,2.0,66.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,22.7,4.0,0.0,0.0,20.0,26.0,0.0,11.0,32.0,28.0,0.0,0.0,0.0,207.0,23.0,32.0,41.8,ma MAR,CC,Saint-Étienne,fr Ligue 1,22.0,1996.0,22.3,2.0,0.0,0.0,21.0,21.0,0.0,6.0,34.0,29.0,0.0,0.0,0.0,193.0,14.0,20.0,82.4,ma MAR,CC,Bordeaux,fr Ligue 1,23.0,1996.0,6.0,1.0,0.0,0.0,10.0,3.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,43.0,5.0,5.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23.0,1993.0,14.1,7.0,0.0,0.0,19.0,6.0,0.0,0.0,34.0,23.0,0.0,1.0,0.0,75.0,20.0,27.0,42.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22.0,1995.0,10.0,2.0,0.0,0.0,9.0,4.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,35.0,14.0,15.0,48.3,ch SUI,DF,Dortmund,de Bundesliga,23.0,1995.0,24.5,1.0,0.0,0.0,13.0,17.0,0.0,2.0,27.0,19.0,0.0,0.0,0.0,121.0,44.0,37.0,54.3,ch SUI,DF,Dortmund,de Bundesliga,24.0,1995.0,25.7,2.0,0.0,0.0,11.0,23.0,0.0,2.0,30.0,21.0,0.0,0.0,1.0,119.0,31.0,33.0,48.4,ch SUI,DF,Dortmund,de Bundesliga,25.0,1995.0,26.1,4.0,0.0,0.0,22.0,18.0,0.0,2.0,49.0,22.0,1.0,1.0,0.0,148.0,46.0,30.0,60.5,ch SUI,DF,Dortmund,de Bundesliga,26.0,1995.0,25.1,3.0,0.0,0.0,19.0,24.0,1.0,3.0,35.0,23.0,0.0,0.0,1.0,164.0,51.0,35.0,59.3,ch SUI,DF,Manchester City,eng Premier League,27.0,1995.0,25.4,2.0,0.0,0.0,24.0,12.0,0.0,6.0,16.0,25.0,0.0,0.0,0.0,136.0,23.0,34.0,40.4
33,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22.0,1995.0,37.3,5.0,0.0,0.0,27.0,19.0,2.0,5.0,48.0,32.0,0.0,0.0,0.0,178.0,104.0,89.0,53.9,nl NED,DF,Bournemouth,eng Premier League,23.0,1995.0,37.9,3.0,0.0,0.0,28.0,21.0,2.0,6.0,32.0,35.0,1.0,1.0,0.0,182.0,86.0,66.0,56.6,nl NED,DF,Bournemouth,eng Premier League,24.0,1995.0,27.8,2.0,0.0,0.0,9.0,13.0,3.0,5.0,36.0,21.0,0.0,0.0,0.0,140.0,60.0,61.0,49.6,nl NED,DF,Manchester City,eng Premier League,25.0,1995.0,8.9,4.0,0.0,0.0,8.0,4.0,0.0,1.0,9.0,5.0,0.0,1.0,0.0,30.0,24.0,17.0,58.5,nl NED,DF,Manchester City,eng Premier League,26.0,1995.0,10.3,0.0,0.0,0.0,9.0,2.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,43.0,37.0,12.0,75.5,nl NED,DF,Manchester City,eng Premier League,27.0,1995.0,20.8,2.0,0.0,0.0,12.0,14.0,1.0,15.0,20.0,12.0,0.0,0.0,0.0,96.0,36.0,23.0,61.0
34,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23.0,1993.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22.0,1995.0,12.2,2.0,0.0,0.0,13.0,12.0,8.0,14.0,5.0,14.0,0.0,0.0,0.0,43.0,10.0,25.0,28.6,cd COD,"CC,DL",Stuttgart,de Bundesliga,23.0,1995.0,5.8,0.0,0.0,0.0,8.0,15.0,1.0,8.0,4.0,6.0,0.0,0.0,0.0,31.0,6.0,17.0,26.1,cd COD,"DL,CC",Amiens,fr Ligue 1,24.0,1995.0,6.0,1.0,0.0,0.0,9.0,8.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,36.0,4.0,10.0,28.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
